Polisi menangkap pencuri tadi	Police caught the thief earlier
Dia jual buah segar	He sells fresh fruit
Kesehatan itu sangat penting	Health is very important
Ini adalah langkah pertama	This is the first step
Saya merasa sakit kepala	I feel a headache
Hati saya penuh rasa syukur	My heart is full of gratitude
Hari ini cuacanya biasa	Today the weather is normal
Buka jendela untuk udara segar	Open windows for fresh air
Dia cukup pintar untuk itu	He's smart enough for that
Dia bahkan tidak datang	He didn't even come
Saya minta tolong kamu	I have a favor to ask you
Saya pergi ke pasar	I went to the market
Saya tinggal di Jakarta	I live in Jakarta
Hujan turun deras hari ini	It's raining heavily today
Makanan ini sangat sehat	This food is very healthy
Saya tulis surat untukmu	I'm writing to you
Dia memiliki tubuh yang kuat	He has a strong body
Saya suka makan nasi	I like to eat rice
Kepala saya terasa pusing	My head feels dizzy
Ruang kelas ini penuh siswa	This classroom is full of students
Saya kenal dia dari sekolah	I know him from school
Dia berdiri di depan rumah	He stood in front of the house
Rumahku dekat dengan sekolah	My house is close to the school
Dia naik sepeda ke sekolah	He rides a bicycle to school
Dia pasti datang besok	He will definitely come tomorrow
Saya pakai baju baru	I'm wearing new clothes
Guru kami mengajar dengan sabar	Our teacher teaches patiently
Hari ini adalah awal baru	Today is a new beginning
Belajar bahasa itu mudah	Learning a language is easy
Dia berlari cepat menuju sekolah	He ran quickly to the school
Tolong ambil buku itu	Please take the book
Kota ini ramai dahulu kala	The city was bustling long ago
Aku ingin tanya sesuatu	Let me ask you something
Dia begitu pintar dalam matematika	He's so good at math
Mobil itu berwarna merah	The car was red in color
Aku pikir itu ide bagus	I think it's a great idea
Dia mengangkat tangan kirinya	He raised his left hand
Keluarga saya suka berlibur	My family loves going on vacation
Dia berasal dari Jakarta	He is from Jakarta
Rumahku jauh dari sini	My home is far from here
Jalan ini sangat panjang	This road is very long
Anak itu punya bola kecil	The child has a small ball
Tarik napas dalam-dalam	Take a deep breath
Bawa buku ini ke sekolah	Bring this book to school
Ibu sedang memasak di dapur	Mom is cooking in the kitchen
Saya duduk di kursi	I sat on the chair
Dia tinggal di barat kota	He lives in the west of the city
Saya belajar bahasa Inggris	I am learning English
Matahari bersinar di langit	The sun shines in the sky
Saya membaca buku baru	I read a new book
Bila kamu datang ke sini	When you come here
Kita akan bertemu nanti	We will meet later
Kamar ini sangat nyaman	This room is very comfortable
Ada banyak jenis bunga di taman	There are many types of flowers in the garden
Saya beli buku baru	I bought a new book
Saya suka baca buku	I like reading books
Ruang ini sangat luas	This space is very spacious
Pekerjaan ini sudah selesai	This work has been completed
Saya membeli minyak goreng	I buy cooking oil
Saya pergi ke kantor	I went to the office
Saya punya empat buku	I have four books
Matahari terbit dari timur	Sunrise from the east
Dia masih muda dan energik	She is young and energetic
Malam ini cuacanya sejuk	The weather is cool tonight
Kembali segera ke rumah	Return home immediately
Saya libur minggu ini	I'm off this week
Saya juga suka buah pula	I like fruit too
Barang itu sudah hilang	It's already gone
Badan saya terasa lelah	My body feels tired
Hari ini adalah tanggal penting	Today is an important date
Jam dindingnya berwarna merah	The wall clock is red
Dia paham tentang masalah ini	He understands this issue
Saya suka bicara denganmu	I like talking to you
Waktu itu tepat untuk berangkat	The time was right to depart
Dia duduk di bawah pohon	He sat under a tree
Wanita itu membaca buku	The woman reading a book
Tolong tutup pintu itu	Please close that door
Bunga itu memiliki warna merah	The flower has a red color
Belajar matematika itu sulit	Learning math is hard
Tunggu sedikit lagi ya	Wait a little longer
Dia tinggal di selatan kota	He lives in the south of the city
Dia pulang pukul tujuh	He came home at seven
Teman saya selalu mendukungku	My friends always support me
Anak itu sudah berusia lima tahun	The child is already five years old
Aku kira itu benar	I guess it's true
Dia berbicara dengan keras	He speaks loudly
Dia merasa bebas sekarang	She feels free now
Saya suka belajar di kelas	I like learning in class
Aku punya cinta yang tulus	I have a sincere love
Mobil itu pergi ke arah utara	The car went north
Dokter itu membantu pasiennya	The doctor helps his patient
Saya punya lima apel	I have five apples
Catat semua informasi penting	Record all important information
Dia lewat di depan rumah	He passed in front of the house
Saya dengar suara itu	I heard that voice
Saya menulis surat untukmu	I'm writing to you
Kirim pesan kepada temanmu	Send a message to your friend
Tolong berikan nomor teleponmu	Please give me your phone number
Burung itu terbang tinggi	The bird flew high
Biaya tiketnya seribu rupiah	The ticket costs one thousand rupiah
Aku kasih kamu buku	I give you a book
Saya harus bayar tagihan listrik	I have to pay the electricity bill
Baterai ponselku sudah mati	My phone battery is dead
Saya suka film baru itu	I love that new movie
Kunci mobil saya hilang	My car keys are missing
Saya suka foto alam	I love nature photos
Perempuan itu sedang tersenyum	The woman is smiling
Tunggu sebentar, hanya lima menit	Wait a minute, just five minutes
Buku ini terlalu berat untuk dibawa	This book is too heavy to carry
Dia suka mendengar cerita baru	He likes to hear new stories
Kamar ini selalu bersih	This room is always clean
Dia berdiri di belakang saya	He stood behind me
Saya suka bermain di laut	I love playing in the sea
Saya ingin tidur sekarang	I want to sleep now
Kota itu terletak di utara	The city is located in the north
Saya lupa telepon di rumah	I forgot my phone at home
Dia tersenyum di muka	She smiled in the face
Saya ingin ulang lagu itu	I want to repeat that song
Saya suka makan nasi	I like to eat rice
Saya pergi ke pasar kemarin	I went to the market yesterday
Buku ini bagus untuk dibaca	This book is good to read
Dia hampir terlambat datang	He almost arrived late
Baju ini murah dan bagus	This shirt is cheap and good
Istriku memasak makanan enak	My wife cooks delicious food
Kaki saya terasa sakit	My legs hurt
Pesawat itu terbang tinggi	The airplane was flying high
Pria itu sedang berjalan cepat	The man is walking fast
Musim hujan datang lagi	The rainy season is here again
Saya tinggal di pulau itu	I live on the island
Bumi berputar di orbitnya	Earth rotates in its orbit
Bapak sedang membaca koran	Mr. is reading the newspaper
Dia berhenti di sana	He stopped there
Ikan itu sangat segar	The fish is very fresh
Saya suka membaca berita terbaru	I like to read the latest news
Tunggu saya sebentar ya	Wait for me for a moment
Hutan itu penuh dengan kehidupan	The forest is full of life
Gedung itu baru dibangun	The building was newly built
Saya senang bertemu kamu	I'm glad to see you
Saya ingin minum air	I want to drink water
Ayo duduk di sini	Come sit here
Pertemuan kita hari Senin	Our meeting is on Monday
Pertemuan kita hari Rabu	Our meeting is on Wednesday
Pemandangan di sini indah sekali	The scenery here is beautiful
Dorong pintu itu pelan-pelan	Push the door slowly
Aku sayang kamu	I love you
Saya suka kopi pagi	I love morning coffee
Saya ada rapat Kamis	I have a meeting on Thursday
Pertemuan kita pada Selasa	Our meeting on Tuesday
Saya suka mendengarkan musik	I like listening to music
Dia tiba tepat waktu	He arrived on time
Pak Budi datang ke rumah	Mr. Budi came to the house
Hari ini adalah Jumat	Today is Friday
Dia hidup dalam keadaan miskin	He lived in poverty
Dia kaya akan pengalaman	He is rich in experience
Bunga itu berwarna putih	The flower is white
Anak itu melempar batu	The child throws stones
Saya suka olahraga setiap hari	I like to exercise every day
Saya pergi ke toko buku	I went to the bookstore
Dia punya dua puluh buku	He has twenty books
Dia merasa lemah hari ini	She feels weak today
Bunga itu berwarna merah	The flower is red
Suami saya bekerja di kantor	My husband works in an office
Cuaca hari ini sangat buruk	Today's weather is very bad
Cuaca hari ini sangat panas	Today's weather is very hot
Saya menonton berita di televisi	I watch the news on television
Saya akan pergi sekarang	I will leave now
Kapal itu berlayar ke pulau	The ship sailed to the island of
Liburan sekolah dimulai Desember	School vacation starts December
Saya lahir di Januari	I was born in January
Saudara saya tinggal di Jakarta	My brother lives in Jakarta
Saya mau mandi sekarang	I'm going to take a shower now
Dia menyukai lagu baru itu	She liked the new song
Dia punya enam buku baru	He has six new books
Dia takut gelap	He's afraid of the dark
Bunga itu mekar indah	The flower blooms beautifully
Apa kabar hari ini	How are you today
Dia pergi ke sana	He went there
Saya lahir di bulan Juni	I was born in June
Saya mendaki gunung tinggi	I climbed a high mountain
Saya pulang dari sekolah	I came home from school
Tutup pintu perlahan-lahan	Close the door slowly
Kita larang anak-anak merokok	We ban children from smoking
Cuaca dingin di Oktober	Cold weather in October
Bayi itu sedang tidur nyenyak	The baby is sleeping peacefully
Api sedang menyala terang	The fire is burning brightly
Kadang saya pergi bersepeda	Sometimes I go cycling
Anak-anak sedang bermain bola	Children playing soccer
Ayah saya kerja di kantor	My father works in an office
Udara di sini segar	The air here is fresh
Dia menyusuri sungai itu	He went down the river
Liburan dimulai pada Maret	Vacation starts in March
Liburan dimulai pada Juli	Vacation starts in July
Panggil dia ke sini	Call him here
Itu betul sekali terjadi	That really happened
Anak-anak bermain di taman	Children playing in the park
Kita bertemu lagi Agustus nanti	Let's meet again in August
Kami pergi ke pantai hari ini	We went to the beach today
Bulan Mei datang dengan cerah	The month of May comes brightly
Hujan turun deras malam ini	Heavy rain falling tonight
Kami pergi berlibur sabtu	We went on vacation on Saturday
Mari tonton film baru itu	Let's watch the new movie
Saya lupa membawa kartu	I forgot to bring my card
Pohon itu tumbuh tinggi	The tree grows tall
Dia naik sepeda ke sekolah	He rides a bicycle to school
Dia berjalan lambat menuju sekolah	He walked slowly to school
Kebakaran hutan itu sangat bahaya	Forest fires are very dangerous
Dia memiliki gaya hidup sederhana	He has a simple lifestyle
Umur saya sudah dua puluh	I'm already twenty
Kucing itu berwarna hitam	The cat is black
Kita berencana liburan Februari	We're planning a February vacation
Bintang di langit bersinar terang	Stars in the sky shine brightly
Hari ini cuaca cerah siang	Today is sunny afternoon
Dia punya tujuh buku	He has seven books
Dia memotong kayu dengan hati-hati	He cuts the wood carefully
Saya suka daging panggang	I love grilled meat
Putri itu sangat cantik	The princess is very beautiful
Bunga itu sangat cantik	The flower is very beautiful
Putra saya suka bermain bola	My son likes to play soccer
Hari ini aku merasa bahagia	Today I feel happy
Dia agak ragu untuk pergi	She was a little hesitant to go
Dia suka lari pagi	She likes to run in the morning
Maaf, saya terlambat datang	Sorry, I came late
Daun pohon itu hijau	The leaves of the tree are green
Rambutnya panjang dan indah	Her hair is long and beautiful
Cuaca hari ini dingin banget	It's really cold today
Sapi itu sedang makan rumput	The cow is eating grass
Kereta itu datang terlambat	The train came late
Libur sekolah sudah tiba	School holidays are here
Saya suka minum susu	I like to drink milk
Dia belok ke kanan	He turned right
Sampah harus dibuang dengan benar	Waste must be disposed of properly
Burung itu terbang tinggi	The bird flew high
Saya merasa sore ini lelah	I feel tired this afternoon
Dia punya delapan buku baru	He has eight new books
Matahari bersinar terang hari ini	The sun is shining brightly today
Baju ini terlalu mahal untukku	This shirt is too expensive for me
Mobil itu belok ke kiri	The car turned left
Rambutnya pendek dan rapi	Her hair is short and neat
Kami melewati jembatan kayu	We crossed the wooden bridge
Tambahkan gula ke dalam kopi	Add sugar to coffee
Ayam itu sedang berkokok	The cock is crowing
Dia menyikat gigi setiap pagi	She brushes her teeth every morning
Dia marah karena terlambat	He was angry because he was late
Bunga itu berwarna kuning	The flower is yellow
Kursi ini nyaman untuk duduk	This chair is comfortable to sit on
Dia sedang sibuk bekerja	He is busy working
Lampu di ruang tamu menyala	The light in the living room is on
Dia punya mulut besar	He's got a big mouth
Angin berhembus lembut sore ini	The wind blows gently this afternoon
Dia memberikan senyum manis	She gave a sweet smile
Kucing itu berperilaku aneh	The cat is behaving strangely
Cahaya bulan menerangi malam	Moonlight illuminates the night
Kue ini terasa enak banget	This cake tastes really good
Saya suka minum kopi	I like to drink coffee
Saya membeli telur segar	I buy fresh eggs
Saya punya mimpi indah	I have a beautiful dream
Dia membeli baju baru	He bought new clothes
Saya duduk di meja tersebut	I sat down at the table
Saya butuh peta jalan	I need a roadmap
Malam ini sangat gelap	It's very dark tonight
Buah ini rasanya manis	This fruit tastes sweet
Tangis anak itu terdengar keras	The child's cry was loud
Dia merasa sedih hari ini	She feels sad today
Gadis itu sedang tersenyum	The girl is smiling
Kakak pergi ke pasar	Brother went to the market
Adik suka bermain bola	Little brother likes to play soccer
Saya membeli kertas baru	I bought new paper
Lantai ini kotor dan lengket	This floor is dirty and sticky
Saya jumpa teman lama	I met an old friend
Ada sembilan buku di sana	There are nine books in there
Saya pergi ke restoran baru	I went to a new restaurant
Kaca itu pecah kemarin	The glass was broken yesterday
Cuaca hari ini cukup hangat	Today's weather is quite warm
Dia tiba dalam sepuluh detik	He arrived in ten seconds
Bintang-bintang menghiasi langit malam	Stars adorn the night sky
Dia melihat wajahnya di cermin	She looked at her face in the mirror
Saya tinggal di situ	I live there
Saya mengirimkan salammu	I send you my regards
Saya membuka kotak hadiah	I opened the gift box
Cuaca hari ini cukup cerah	Today's weather is quite sunny
Tawa anak-anak menggema di taman	Children's laughter echoes in the garden
Langit hari ini berwarna biru	Today's sky is blue
Bunyi angin terdengar lembut	The sound of the wind is soft
Saya membeli sepatu baru	I bought new shoes
Dia membeli tas baru	She bought a new bag
Saya suka sayur hijau	I love green vegetables
Saya pergi ke pasar besok	I'm going to the market tomorrow
Saya memasak di dapur	I cook in the kitchen
Saya merasa lelah hari ini	I feel tired today
Anak-anak suka melihat binatang	Children like to see animals
Dia terluka di jari	He was injured on the finger
Saya suka minum teh	I like to drink tea
Sopir itu mengemudikan dengan hati-hati	The driver drove carefully
Dia bermain tenis setiap sore	He plays tennis every afternoon
Celana ini terlalu ketat	These pants are too tight
Dia membawa botol air mineral	She brings a bottle of mineral water
Anjing itu berlari cepat	The dog ran fast
Nenek membuat kue lezat	Grandma makes delicious cookies
Saya butuh garam untuk masak	I need salt for cooking
Dia memang bodoh sekali	He's such an idiot
Dia membuka jendela kamar	He opened the bedroom window
Kucing itu sangat lucu	The cat is so cute
Nasi ini sangat lezat	This rice is delicious
Kue ini enak banget	This cake is really good
Yah, aku lupa lagi	Well, I forgot again
Saya merasa lapar sekarang	I feel hungry now
Saya suka makan jeruk	I like to eat oranges
Telinga saya terasa sakit	My ear hurts
Dia memegang gelas air	He holds a glass of water
Daun-daun gugur di tanah	Leaves fall on the ground
Membaca adalah hobi saya	Reading is my hobby
Kucing itu sedang tidur	The cat is sleeping
Saya suka makan apel	I like to eat apples
Kakek sedang membaca koran	Grandpa is reading the newspaper
Nenek merindukan cucunya di rumah	Grandma misses her grandson at home
Saya suka makan pisang	I like to eat bananas
Awan putih menghiasi langit	White clouds dot the sky
Dia bermain gitar di taman	He plays guitar in the park
Saya suka makan roti	I like to eat bread
Hidungku tersumbat karena flu	My nose is blocked because of the flu
Saya memanggil taksi online	I called an online taxi
Dia bisa tangkis serangan itu	He can fend off the attack
Nilai ujian saya nol	My exam score is zero
Piring itu pecah di lantai	The plate broke on the floor
Saya suka jus jeruk	I like orange juice
Sambal ini terasa pedas sekali	This chili sauce tastes very spicy
Dompetku hilang di pasar	My wallet is lost at the market
Dia bermain drum dengan baik	He plays the drums well
Ambil sendok di meja	Pick up the spoon at the table
Dia menyikat gigi setiap pagi	She brushes her teeth every morning
Dia memakai topi baru	He's wearing a new hat
Supnya terlalu asin untuk saya	The soup is too salty for me
Dia menulis dengan pena merah	He writes with a red pen
Cangkir ini penuh kopi panas	This cup is full of hot coffee
Dia mengenakan rok merah	She is wearing a red skirt
Permisi, saya mau lewat	Excuse me, I'm coming through
Saya membeli kaus baru	I bought a new t-shirt
Nyonya itu sedang memasak makanan	The lady is cooking food
Saya butuh pensil baru	I need a new pencil
Saya suka makan wortel mentah	I like to eat raw carrots
Saya suka makan sup ayam	I like to eat chicken soup
Halo, apa kabar hari ini	Hello how are you today
Nona itu sangat cantik	That lady is very beautiful
Dia bermain biola dengan indah	She plays the violin beautifully
Ambil garpu di meja	Pick up the fork at the table
Usaha itu membutuhkan ketekunan	The effort requires perseverance
Hasil ujian sudah keluar	Exam results are out
Dia mengikuti perintah dengan baik	He follows orders well
Dia serta teman-temannya datang	He and his friends came
Tingkat kebisingan di sini tinggi	The noise level here is high
Saya ingin ikut lomba itu	I want to participate in that competition
Kamu bisa pilih warna ini	You can choose this color
Hujan turun, maka jalan licin	It's raining, so the road is slippery
Negara ini kaya akan budaya	This country is rich in culture
Daerah ini kaya akan budaya	This region is rich in culture
Jumlah buku di rak banyak	The number of books on the shelves is large
Saya mencintai keindahan alam	I love the beauty of nature
Produk ini berkualitas tinggi	This product is of high quality
Dia datang langsung ke sini	He came straight here
Saya pergi sendiri ke pasar	I went to the market by myself
Dia mampu menyelesaikan tugas	He is able to complete the task
Tolong tambah garam sedikit	Please add a little salt
Saya butuh informasi terbaru	I need the latest information
Dia suka dua warna, yaitu merah dan biru	She likes two colors red and blue
Hubung kita semakin erat sekarang	Our relationship is getting closer now
Bentuk bunga itu indah sekali	The shape of the flower is very beautiful
Saya butuh bantuanmu sekarang	I need your help now
Dia memegang kemudi dengan erat	He holds the steering wheel tightly
Dia memang pintar sekali	He is indeed very smart
Dia terus belajar setiap hari	He continues to study every day
Seluruh keluarga berkumpul bersama	The whole family gathered together
Dia berdiri di tengah jalan	He stood in the middle of the road
Saya tinggal di sini sementara	I live here temporarily
Manusia perlu saling membantu	Humans need to help each other
Saya ingin capai tujuan ini	I want to achieve this goal
Dia kena hujan tadi	He got hit by the rain earlier
Harganya makin mahal setiap hari	The price gets more expensive every day
Tim kami menang pertandingan tadi	Our team won the match
Kita punya pendapat yang beda	We have different opinions
Dia berasal dari negeri itu	He comes from that country
Saya ingin ubah gaya rambut	I want to change my hairstyle
Saya ingin layan pelanggan dengan baik	I want to serve customers well
Dia pimpin tim proyek baru	He leads the new project team
Saya menyelesaikan tugas sekolah	I completed the school assignment
Kata itu memiliki arti penting	That word has an important meaning
Kondisi cuaca hari ini buruk	The weather conditions today are bad
Makanan sudah sedia untuk tamu	The food is ready for the guests
Dia memiliki dua juta rupiah	He has two million rupiah
Dia adalah anggota tim kami	He is a member of our team
Ilmu pengetahuan itu penting bagi kita	Knowledge is important for us
Rencana kita sudah matang	Our plan is ready
Acara ini dibuat khusus untukmu	This event is made especially for you
Presiden mengumumkan kebijakan baru	The president announced a new policy
Masa depan penuh harapan	A hopeful future
Saya sempat makan siang	I had lunch
Coba lihat gambar ini	Try to look at this picture
Dia putus hubungan dengan pacarnya	He broke up with his girlfriend
Daya listrik di rumah rendah	The electricity power in the house is low
Meski hujan, kami tetap pergi	Even though it was raining we still went
Agama mempersatukan banyak orang	Religion unites many people
Tanah ini subur untuk bertani	This land is fertile for farming
Saya latih anjing setiap hari	I train dogs every day
Dia belum jawab pertanyaan itu	He hasn't answered that question yet
Acara itu sangat menarik	The event was very interesting
Kegiatan sosial di desa ini	Social activities in this village
Saya ingat hari ulang tahunmu	I remember your birthday
Pusat perbelanjaan buka pagi ini	The shopping center is open this morning
Politik mempengaruhi kehidupan sehari-hari	Politics influences daily life
Olahraga memiliki banyak manfaat	Sports have many benefits
Dia tinggal di desa kecil	He lives in a small village
Lahan ini cukup luas untuk taman	This land is spacious enough for a garden
Saya punya soal matematika	I have a math problem
Lokasi ini sangat strategis untuk bisnis	This location is very strategic for business
Gerak tubuhnya sangat lincah	His body movements are very agile
Kondisi di sini aman	The condition here is safe
Wilayah tersebut kaya akan budaya	The area is rich in culture
Buku ini memiliki isi menarik	This book has interesting content
Saya butuh bahan untuk masak	I need ingredients to cook
Dia bandingkan dua pilihan	He compared two options
Dia adalah wakil kami	He is our representative
Saya kini lebih bahagia	I am now happier
Kelompok itu sedang berdiskusi	The group is discussing
Dia tampil dengan percaya diri	She appeared with confidence
Saya akan kunjung teman saya	I will visit my friend
Biaya kuliah meningkat tahun ini	Tuition fees increased this year
Saya membeli alat baru	I bought a new tool
Tubuh membutuhkan nutrisi yang baik	The body needs good nutrition
Dia memulai bisnis baru	He started a new business
Teknologi memudahkan kehidupan sehari-hari	Technology makes everyday life easier
Dia memiliki seribu miliar rupiah	He has a thousand billion rupiah
Saya sudah buat daftar belanja	I've made a shopping list
Pasang lampu di ruang tamu	Install the light in the living room
Saya butuh obat untuk sakit	I need medicine for pain
Dia menang dalam lomba itu	He won in the competition
Saya tanam bunga di taman	I planted flowers in the garden
Saya perlu ganti baju	I need to change my clothes
Posisi saya di sini aman	My position here is secure
Kami akan uji produk baru	We will test new products
Dia memegang peran penting	He plays an important role
Dia lahir di Jakarta	She was born in Jakarta
Saya percaya pada kemampuanmu	I believe in your ability
Suara burung pagi ini merdu	This morning's bird sounds are melodious
Bintang-bintang muncul di malam	Stars appear in the night
Saya melihat gambar itu	I saw that picture
Dia pandang langit biru	He looked at the blue sky
Saya anggap kamu teman baik	I consider you a good friend
Misal, kita pergi ke pasar	For example we go to the market
Saya jaga anak kecil itu	I take care of that little child
Saya yakin kamu bisa	I am sure you can
Ukur panjang meja ini dulu	Measure the length of this table first
