Today is Friday	Hari ini adalah Jumat
He is rich in experience	Dia kaya akan pengalaman
The flower is white	Bunga itu berwarna putih
The child throws stones	Anak itu melempar batu
I went to the bookstore	Saya pergi ke toko buku
She feels weak today	Dia merasa lemah hari ini
The flower is red	Bunga itu berwarna merah
My husband works in an office	Suami saya bekerja di kantor
Today's weather is very bad	Cuaca hari ini sangat buruk
Today's weather is very hot	Cuaca hari ini sangat panas
I watch the news on television	Saya menonton berita di televisi
The ship sailed to the island of	Kapal itu berlayar ke pulau
School vacation starts December	Liburan sekolah dimulai Desember
I was born in January	Saya lahir di Januari
He has six new books	Dia punya enam buku baru
He's afraid of the dark	Dia takut gelap
I was born in June	Saya lahir di bulan Juni
I climbed a high mountain	Saya mendaki gunung tinggi
Close the door slowly	Tutup pintu perlahan-lahan
Cold weather in October	Cuaca dingin di Oktober
The fire is burning brightly	Api sedang menyala terang
Sometimes I go cycling	Kadang saya pergi bersepeda
The air here is fresh	Udara di sini segar
He went down the river	Dia menyusuri sungai itu
Vacation starts in July	Liburan dimulai pada Juli
Call him here	Panggil dia ke sini
Let's meet again in August	Kita bertemu lagi Agustus nanti
We went to the beach today	Kami pergi ke pantai hari ini
The month of May comes brightly	Bulan Mei datang dengan cerah
Heavy rain falling tonight	Hujan turun deras malam ini
We went on vacation on Saturday	Kami pergi berlibur sabtu
I forgot to bring my card	Saya lupa membawa kartu
The tree grows tall	Pohon itu tumbuh tinggi
He rides a bicycle to school	Dia naik sepeda ke sekolah
Forest fires are very dangerous	Kebakaran hutan itu sangat bahaya
The cat is black	Kucing itu berwarna hitam
We're planning a February vacation	Kita berencana liburan Februari
Today is sunny afternoon	Hari ini cuaca cerah siang
He has seven books	Dia punya tujuh buku
He cuts the wood carefully	Dia memotong kayu dengan hati-hati
I love grilled meat	Saya suka daging panggang
The princess is very beautiful	Putri itu sangat cantik
The flower is very beautiful	Bunga itu sangat cantik
My son likes to play soccer	Putra saya suka bermain bola
She likes to run in the morning	Dia suka lari pagi
Sorry, I came late	Maaf, saya terlambat datang
The leaves of the tree are green	Daun pohon itu hijau
Her hair is long and beautiful	Rambutnya panjang dan indah
The cow is eating grass	Sapi itu sedang makan rumput
I like to drink milk	Saya suka minum susu
I feel tired this afternoon	Saya merasa sore ini lelah
He has eight new books	Dia punya delapan buku baru
The sun is shining brightly today	Matahari bersinar terang hari ini
This shirt is too expensive for me	Baju ini terlalu mahal untukku
The car turned left	Mobil itu belok ke kiri
We crossed the wooden bridge	Kami melewati jembatan kayu
Add sugar to coffee	Tambahkan gula ke dalam kopi
She brushes her teeth every morning	Dia menyikat gigi setiap pagi
The flower is yellow	Bunga itu berwarna kuning
This chair is comfortable to sit on	Kursi ini nyaman untuk duduk
He is busy working	Dia sedang sibuk bekerja
He's got a big mouth	Dia punya mulut besar
The wind blows gently this afternoon	Angin berhembus lembut sore ini
She gave a sweet smile	Dia memberikan senyum manis
I like to drink coffee	Saya suka minum kopi
I buy fresh eggs	Saya membeli telur segar
I have a beautiful dream	Saya punya mimpi indah
He bought new clothes	Dia membeli baju baru
I need a roadmap	Saya butuh peta jalan
This fruit tastes sweet	Buah ini rasanya manis
The child's cry was loud	Tangis anak itu terdengar keras
This floor is dirty and sticky	Lantai ini kotor dan lengket
There are nine books in there	Ada sembilan buku di sana
I went to a new restaurant	Saya pergi ke restoran baru
Today's weather is quite warm	Cuaca hari ini cukup hangat
He arrived in ten seconds	Dia tiba dalam sepuluh detik
Stars adorn the night sky	Bintang-bintang menghiasi langit malam
She looked at her face in the mirror	Dia melihat wajahnya di cermin
I live there	Saya tinggal di situ
I send you my regards	Saya mengirimkan salammu
Today's weather is quite sunny	Cuaca hari ini cukup cerah
Children's laughter echoes in the garden	Tawa anak-anak menggema di taman
Today's sky is blue	Langit hari ini berwarna biru
She bought a new bag	Dia membeli tas baru
I cook in the kitchen	Saya memasak di dapur
He was injured on the finger	Dia terluka di jari
I like to drink tea	Saya suka minum teh
The driver drove carefully	Sopir itu mengemudikan dengan hati-hati
He plays tennis every afternoon	Dia bermain tenis setiap sore
These pants are too tight	Celana ini terlalu ketat
She brings a bottle of mineral water	Dia membawa botol air mineral
The dog ran fast	Anjing itu berlari cepat
Grandma makes delicious cookies	Nenek membuat kue lezat
I need salt for cooking	Saya butuh garam untuk masak
He opened the bedroom window	Dia membuka jendela kamar
I feel hungry now	Saya merasa lapar sekarang
He holds a glass of water	Dia memegang gelas air
Reading is my hobby	Membaca adalah hobi saya
The cat is sleeping	Kucing itu sedang tidur
I like to eat apples	Saya suka makan apel
I like to eat bananas	Saya suka makan pisang
He plays guitar in the park	Dia bermain gitar di taman
I like to eat bread	Saya suka makan roti
My nose is blocked because of the flu	Hidungku tersumbat karena flu
I called an online taxi	Saya memanggil taksi online
My exam score is zero	Nilai ujian saya nol
I like orange juice	Saya suka jus jeruk
This chili sauce tastes very spicy	Sambal ini terasa pedas sekali
My wallet is lost at the market	Dompetku hilang di pasar
He plays the drums well	Dia bermain drum dengan baik
Pick up the spoon at the table	Ambil sendok di meja
He's wearing a new hat	Dia memakai topi baru
He writes with a red pen	Dia menulis dengan pena merah
She is wearing a red skirt	Dia mengenakan rok merah
Excuse me, I'm coming through	Permisi, saya mau lewat
I need a new pencil	Saya butuh pensil baru
I like to eat raw carrots	Saya suka makan wortel mentah
I like to eat chicken soup	Saya suka makan sup ayam
Hello how are you today	Halo, apa kabar hari ini
She plays the violin beautifully	Dia bermain biola dengan indah
Pick up the fork at the table	Ambil garpu di meja
Exam results are out	Hasil ujian sudah keluar
He is able to complete the task	Dia mampu menyelesaikan tugas
I need the latest information	Saya butuh informasi terbaru
I need your help now	Saya butuh bantuanmu sekarang
He holds the steering wheel tightly	Dia memegang kemudi dengan erat
He is indeed very smart	Dia memang pintar sekali
Humans need to help each other	Manusia perlu saling membantu
Our team won the match	Tim kami menang pertandingan tadi
We have different opinions	Kita punya pendapat yang beda
He comes from that country	Dia berasal dari negeri itu
He has two million rupiah	Dia memiliki dua juta rupiah
He is a member of our team	Dia adalah anggota tim kami
Our plan is ready	Rencana kita sudah matang
The president announced a new policy	Presiden mengumumkan kebijakan baru
Religion unites many people	Agama mempersatukan banyak orang
I train dogs every day	Saya latih anjing setiap hari
He hasn't answered that question yet	Dia belum jawab pertanyaan itu
Social activities in this village	Kegiatan sosial di desa ini
Politics influences daily life	Politik mempengaruhi kehidupan sehari-hari
This location is very strategic for business	Lokasi ini sangat strategis untuk bisnis
He is our representative	Dia adalah wakil kami
I am now happier	Saya kini lebih bahagia
I bought a new tool	Saya membeli alat baru
He started a new business	Dia memulai bisnis baru
Technology makes everyday life easier	Teknologi memudahkan kehidupan sehari-hari
He has a thousand billion rupiah	Dia memiliki seribu miliar rupiah
I've made a shopping list	Saya sudah buat daftar belanja
I need medicine for pain	Saya butuh obat untuk sakit
My position here is secure	Posisi saya di sini aman
He plays an important role	Dia memegang peran penting
She was born in Jakarta	Dia lahir di Jakarta
I believe in your ability	Saya percaya pada kemampuanmu
This morning's bird sounds are melodious	Suara burung pagi ini merdu
I consider you a good friend	Saya anggap kamu teman baik
I am sure you can	Saya yakin kamu bisa
She looks happy today	Dia tampak bahagia hari ini
He studies at a famous university	Dia kuliah di universitas terkenal
He is a strong opponent	Dia adalah lawan yang kuat
This method is efficient and effective	Metode ini efisien dan efektif
The temperature today is quite low	Suhu hari ini cukup rendah
Blood flows in my body	Darah mengalir di tubuhku
He achieved great success	Dia meraih sukses besar
This machine works well	Mesin ini bekerja dengan baik
He rejected the offer	Dia tolak tawaran itu
Watch out slippery road ahead	Awas, jalan licin di depan
Renewable energy is important for the environment	Energi terbarukan penting untuk lingkungan
This document is official	Dokumen ini sudah resmi
I want to join the group	Saya ingin gabung ke grup
Investment reaches trillions of rupiah	Investasi mencapai triliun rupiah
Let's count the amount together	Mari hitung jumlahnya bersama
We need electricity to study	Kita membutuhkan listrik untuk belajar
The king is wise and just	Raja itu bijaksana dan adil
The skin of this fruit is very delicious	Kulit buah ini sangat lezat
I am learning to use a computer	Saya belajar menggunakan komputer
She is very smart in mathematics	Dia amat pintar dalam matematika
The soldiers maintain the security of the country	Tentara menjaga keamanan negara
Access to information for the public is limited	Akses informasi untuk publik terbatas
We help each other	Kita saling membantu satu sama lain
The warmth of the soul brings happiness	Kehangatan jiwa membuat bahagia
The foreign language is difficult to understand	Bahasa asing itu sulit dipahami
This week there is a cultural festival	Pekan ini ada festival budaya
He failed to achieve his goal	Dia gagal mencapai tujuannya
This food uses local ingredients	Makanan ini menggunakan bahan lokal
The war was very terrifying	Perang itu sangat mengerikan
We join the labor union	Kita bergabung dengan serikat pekerja
You are coming tomorrow right	Kamu datang kan besok
Let him choose	Biar dia yang memilih
He went to the city today	Dia pergi ke bandar hari ini
She is wearing a gold ring	Dia mengenakan cincin emas
The floor of this house has just been painted	Lantai rumah ini baru dicat
Today feels perfect	Hari ini terasa sempurna
The book is open to page 10	Buku itu terbuka di halaman 10
I am satisfied with the result	Saya puas dengan hasilnya
Water flows through the channel	Air mengalir melalui salur itu
Christ brings hope for us	Kristus membawa harapan bagi kita
Her face looks very cheerful	Wajahnya terlihat sangat ceria
I am worried about this exam	Saya khawatir tentang ujian ini
Prayer is our hope	Doa adalah harapan kita
Everyone is present except for him	Semua hadir kecuali dia
The distance to his house is quite far	Jarak rumahnya cukup jauh
I go to the post office	Saya pergi ke pos kantor
The factory operates every day	Pabrik itu beroperasi setiap hari
I go to the mosque every Friday	Saya pergi ke masjid setiap Jumat
She plays in the flower garden	Dia bermain di kebun bunga
New books are in the library	Buku-buku baru ada di pustaka
I have to take a test tomorrow	Saya harus mengikuti tes besok
My class schedule is full today	Jadwal kuliah saya padat hari ini
I went shopping for daily necessities	Saya pergi belanja kebutuhan sehari-hari
The ball broke when it fell	Bola itu pecah saat jatuh
I always care about you	Aku peduli padamu selalu
This road is too narrow for cars	Jalan ini terlalu sempit untuk mobil
She dares to try new things	Dia berani mencoba hal baru
The guest came bringing fruits	Tamu datang membawa buah-buahan
He went to church this week	Dia pergi ke gereja minggu ini
I am fasting	Saya sedang menjalani puasa
This land is dry and cracked	Tanah ini kering dan retak
He is waiting at the station	Dia menunggu di stasiun
My phone screen is broken again	Layar ponselku pecah lagi
I am proud to be Indonesian	Saya bangga menjadi Indonesia
I read the book	Saya membaca kitab itu
He has a smart brain	Dia punya otak yang cerdas
She likes to sing in the room	Dia suka nyanyi di kamar
I forgot his address	Saya lupa alamat rumahnya
He rarely comes here	Dia jarang datang ke sini
Sir have you arrived	Tuan, apakah Anda sudah datang
The story is very inspiring	Kisah itu sangat menginspirasi
The green leaves are fresh	Daun hijau itu segar
An earthquake occurred at night	Gempa terjadi di malam hari
Changes occur every century	Perubahan terjadi setiap abad
I am always honest with you	Saya selalu jujur pada kamu
This fruit tastes fresh	Buah ini terasa segar
I like to cook fried rice	Saya suka masak nasi goreng
The parking lot is full	Tempat parkir sudah penuh
The student studies diligently	Murid itu belajar dengan giat
He is a great soccer player	Dia pemain sepak bola hebat
I like to drink coconut water	Saya suka minum air kelapa
The bone broke when it fell	Tulang itu patah saat jatuh
This sentence is easy to understand	Kalimat ini mudah dipahami
I bought a new camera	Saya membeli kamera baru
He expressed his emotions clearly	Dia mengungkapkan emosinya dengan jelas
We have a secret together	Kita punya rahasia bersama
I feel disappointed today	Saya merasa kecewa hari ini
The wind is blowing from the southeast	Angin bertiup dari tenggara
The bird has a long beak	Burung itu memiliki paruh panjang
She feels happy today	Dia merasa gembira hari ini
I read the latest magazine	Saya membaca majalah terbaru
The family gathers during Eid	Keluarga berkumpul saat lebaran
Our neighbor just moved in	Tetangga kami baru pindah
My stomach is hungry after exercising	Perutku lapar setelah berolahraga
My car tire is flat	Ban mobil saya kempes
The population of this city continues to grow	Populasi kota ini terus berkembang
The match was canceled due to rain	Pertandingan itu batal karena hujan
The Christmas atmosphere feels warm	Suasana natal terasa hangat
The car's wheels spin fast	Roda mobil itu berputar cepat
The artist looks charming today	Artis itu tampil menawan hari ini
This paper is very thin	Kertas ini sangat tipis
He is holding my chest	Dia memegang dada saya
I read the text	Saya membaca teks itu
The children are playing in the sand	Anak-anak bermain di pasir
I like sweet chocolate	Saya suka cokelat manis
The truck is carrying heavy goods	Truk itu membawa barang berat
She climbs the high hill	Dia mendaki bukit tinggi
He started to dig a new hole	Dia mulai gali lubang baru
I like swimming in the morning	Saya suka renang di pagi
He has strong muscles	Dia memiliki otot yang kuat
He is my assistant	Dia adalah asisten saya
The actor played well	Aktor itu bermain dengan baik
My shirt got wet	Baju saya menjadi basah
The book has thick pages	Buku itu memiliki halaman tebal
These shoes are made of rubber	Sepatu ini terbuat dari karet
I go to the clinic in the evening	Saya pergi ke klinik sore
He writes on the board	Dia menulis di papan
I read the newspaper every morning	Saya membaca koran setiap pagi
The horse runs fast	Kuda itu berlari cepat
I hate hot weather	Saya benci cuaca panas
I like fried rice	Saya suka nasi goreng
She gives a sweet kiss	Dia memberi cium manis
I am going to the concert tonight	Saya pergi ke konser malam ini
I bought red onions	Saya membeli bawang merah
He is sick in his back	Dia sakit di punggungnya
The roof of the house is leaking	Atap rumah itu bocor
The rope is too short	Tali itu terlalu pendek
The flag is waving in the wind	Bendera itu berkibar di angin
The queen wore a beautiful crown	Ratu itu mengenakan mahkota indah
His tongue feels very spicy	Lidahnya terasa pedas sekali
He is a Catholic young man	Dia seorang pemuda katolik
The object is made of metal	Benda itu terbuat dari logam
The children are playing on the grass	Anak-anak bermain di rumput
The button is not working	Tombol itu tidak berfungsi
Smoke from the kitchen billows high	Asap dari dapur mengepul tinggi
The garden gate has been opened	Gerbang taman sudah dibuka
The ring is made of silver	Cincin itu terbuat dari perak
My car is in the garage	Mobil saya di garasi
The boat sails on the river	Perahu itu berlayar di sungai
The elephant is eating grass	Gajah itu sedang makan rumput
The prince is handsome and wise	Pangeran itu tampan dan bijaksana
Science helps understand our world	Sains membantu memahami dunia kita
The human lungs need oxygen	Paru-paru manusia membutuhkan oksigen
This honey tastes sweet	Madu ini rasanya manis
My neck feels sore today	Leherku terasa sakit hari ini
Life without love is like hell	Kehidupan tanpa cinta seperti neraka
He has a high fever	Dia mengalami demam tinggi
The tower looks magnificent	Menara itu terlihat megah
I like red chili	Saya suka cabai merah
The ship is anchored in the bay	Kapal berlabuh di teluk itu
The rat ran fast	Tikus itu berlari cepat
This ice cream is already frozen	Es krim ini sudah beku
I went to the mall today	Saya pergi ke mal hari ini
The storm is coming tonight	Badai datang malam ini
I like to go to the cafe	Saya suka pergi ke kafe
He is sick in the knee	Dia sakit di lutut
The snake crossed the road	Ular itu melintas di jalan
I like going to the theater	Saya suka pergi ke teater
The child jumps high	Anak itu lompat tinggi
He raised his right arm	Dia mengangkat lengan kanannya
Hi how are you?	Hai, apa kabar kamu?
He is sick in his waist	Dia sakit di pinggangnya
I forgot my glasses at home	Saya lupa kacamata di rumah
She is cutting vegetables with a knife	Dia memotong sayur dengan pisau
Uncle came from afar	Paman datang dari jauh
I see the calendar this month	Saya melihat kalender bulan ini
I like chocolate cream	Saya suka krim cokelat
I am carrying a red umbrella	Saya membawa payung merah
She plays with a new doll	Dia bermain dengan boneka baru
I bought new soap	Saya membeli sabun baru
I forgot to bring my passport	Saya lupa membawa paspor
I like sweet mangoes	Saya suka mangga manis
The duck is swimming	Bebek itu sedang berenang
I am looking for an English dictionary	Saya mencari kamus bahasa Inggris
I bought a new jacket	Saya membeli jaket baru
The flower is purple	Bunga itu berwarna ungu
She is wearing a new bracelet	Dia memakai gelang baru
The pillow is very soft	Bantal itu sangat empuk
He coughed after the rain	Dia batuk setelah hujan
I am waiting in the hotel lobby	Saya menunggu di lobi hotel
She pinched my cheek	Dia mencubit pipi saya
I like strawberry flavored candy	Saya suka permen rasa stroberi
I like fried potatoes	Saya suka kentang goreng
I like to eat satay	Saya suka makan sate
She took a new comb	Dia mengambil sisir baru
I bought fresh tomatoes	Saya membeli tomat segar
Snow covers the entire road	Salju menutupi seluruh jalan
The stove is already lit	Kompor itu sudah menyala
I bought new sandals	Saya membeli sandal baru
The rabbit jumps high	Kelinci itu melompat tinggi
A rainbow appears after the rain stops	Pelangi muncul setelah hujan reda
The lion is the king of the jungle	Singa adalah raja hutan
I like cheddar cheese	Saya suka keju cheddar
My throat feels sore	Tenggorok saya terasa sakit
This carpet is very comfortable to use	Karpet ini sangat nyaman digunakan
The refrigerator is full of food	Kulkas itu penuh dengan makanan
The monkey is playing amusingly	Monyet itu sedang bermain lucu
He bought a new shirt	Dia membeli kemeja baru
I like chili sauce	Saya suka saus sambal
She moved her hips gracefully	Dia menggerakkan pinggulnya dengan lincah
I need a clean towel	Saya butuh handuk bersih
Please lift this item with the elevator	Tolong angkat barang ini lift
The sun sets in the desert	Matahari terbenam di gurun
I bought a red envelope	Saya membeli amplop merah
I like to eat papaya	Saya suka makan pepaya
I am looking for scissors at home	Saya mencari gunting di rumah
He is wearing a new belt	Dia mengenakan sabuk baru
The ambulance arrived quickly	Ambulans datang dengan cepat
Her eyebrows look very beautiful	Alisnya terlihat sangat indah
I like sweet soy sauce	Saya suka kecap manis
I like cold beer	Saya suka bir dingin
My aunt came to visit	Bibi saya datang berkunjung
I feel disgusted seeing it	Saya merasa jijik melihatnya
The chef cooks well	Koki itu memasak dengan baik
I like buttered bread	Saya suka roti mentega
The spider is crawling	Laba-laba itu sedang merayap
I like fruit yogurt	Saya suka yoghurt buah
I caught a cold again	Saya terkena pilek lagi
I like apple cider vinegar	Saya suka cuka apel
We will meet the day after tomorrow	Kita akan bertemu lusa
I like strawberry jam	Saya suka selai stroberi
I bought new shampoo	Saya membeli sampo baru
Add pepper to the soup	Tambahkan merica pada sup
I like fresh lettuce	Saya suka selada segar
I like mayonnaise on sandwiches	Saya suka mayones di sandwich
Society needs to help each other	Masyarakat perlu saling membantu
Flowers bloom in the beautiful garden	Bunga kembang di taman indah
Let's continue learning together	Mari kita lanjut belajar bersama
The law must be enforced fairly	Hukum harus ditegakkan dengan adil
This system needs to be fixed	Sistem ini perlu diperbaiki
The Indonesian economy continues to grow rapidly	Ekonomi Indonesia terus berkembang pesat
Thus is the result of this research	Demikianlah hasil penelitian ini
The minister announced a new policy	Menteri mengumumkan kebijakan baru
This discount is two percent	Diskon ini sebesar dua persen
They attended communion with family	Mereka menghadiri komuni bersama keluarga
This activity is very interesting to me	Aktivitas ini sangat menarik bagi saya
I will report the incident	Saya akan lapor kejadian itu
The plant is growing well	Tanaman itu tumbuh dengan baik
The source of information is reliable	Sumber informasi itu terpercaya
He is the victim of the accident	Dia adalah korban kecelakaan itu
Farmers work in the rice fields every day	Petani bekerja di sawah setiap hari
This institution provides free training	Lembaga ini menyediakan pelatihan gratis
He earned a bachelor's degree	Dia meraih gelar sarjana
Our nation is rich in culture	Bangsa kita kaya akan budaya
The technology industry is growing rapidly	Industri teknologi semakin berkembang pesat
Our efforts are bearing fruit	Upaya kita membuahkan hasil
The influence of friends is very large	Pengaruh teman sangat besar
Clean water consumption increased drastically	Konsumsi air bersih meningkat drastis
The action attracted the attention of many people	Aksi tersebut menarik perhatian banyak orang
This province has many tourist attractions	Provinsi ini memiliki banyak wisata
This organization needs new members	Organisasi ini membutuhkan anggota baru
We guarantee the quality of this product	Kami jamin kualitas produk ini
This project requires more funding	Proyek ini membutuhkan lebih banyak dana
I lift the bag	Saya angkat tas itu
Fish trapped in a net	Ikan terperangkap dalam jaring
He is my biological sibling	Dia adalah saudaraku kandung
We will discuss this topic later	Kita bahas topik ini nanti
Taxes must be paid on time	Pajak harus dibayar tepat waktu
The governor visited the new school	Gubernur mengunjungi sekolah baru
We must move forward together	Kita harus maju bersama-sama
Indonesia is a democratic republic	Indonesia adalah sebuah republik demokratis
The regent attended the opening event	Bupati menghadiri acara pembukaan
Art is an important part of life	Seni adalah bagian penting hidup
Don't disturb me now	Jangan ganggu saya sekarang
I am conducting this study	Saya sedang melakukan studi ini
We warmly welcome guests	Kami sambut tamu dengan hangat
The internet access here is fast	Akses internet di sini cepat
The secretary is very professional	Sekretaris itu sangat profesional
This design is very eye-catching	Desain ini sangat menarik perhatian
The test result is positive and good	Hasil tesnya positif dan baik
He feels deep suffering	Dia merasakan derita yang mendalam
I want to print this document	Saya ingin cetak dokumen ini
This tradition is passed down through generations	Tradisi ini diwariskan turun-temurun
I received extra points	Saya mendapatkan poin tambahan
The guardian is present at school	Wali murid hadir di sekolah
He follows the same pattern	Dia mengikuti pola yang sama
This book falls into the fiction category	Buku ini masuk kategori fiksi
This shirt is suitable for you	Baju ini cocok untukmu
The meaning of life is important to us	Makna hidup itu penting bagi kita
The latest news is in the bulletin	Berita terbaru ada di warta
Jesus teaches us love	Yesus mengajarkan kasih kepada kita
We need to reduce imports of goods	Kita perlu mengurangi impor barang
I am participating in the running competition this year	Saya ikut kompetisi lari tahun ini
The campus is busy during the day	Kampus itu ramai saat siang
Exports of goods increased this year	Ekspor barang meningkat tahun ini
Both teams played to a draw	Kedua tim bermain imbang
The document is ready to be printed	Dokumen itu sudah siap dicetak
The military decision is controversial	Keputusan militer itu kontroversial
I challenge you to play	Saya tantang kamu bermain.
He brings weapons at home	Dia membawa senjata di rumah
This situation needs immediate attention	Situasi ini perlu perhatian segera
This research object attracts attention	Objek penelitian ini menarik perhatian
Every individual has unique potential	Setiap individu memiliki potensi unik
He is seriously studying today	Dia serius belajar hari ini
We will hold a discussion tomorrow	Kami akan adakan diskusi besok
She is the type of person who is patient	Dia tipe orang yang sabar
I want to rent a car	Saya ingin sewa mobil
I have a large debt	Saya punya utang yang besar
The theme of this event attracts attention	Tema acara ini menarik perhatian
He comes from the Minangkabau tribe	Dia berasal dari suku Minangkabau
I am waiting for the package to arrive	Saya menunggu paket datang
The general gave an order	Jenderal itu memberikan perintah
He is an adult now	Dia sudah dewasa sekarang
The teenager is studying together	Remaja itu sedang belajar bersama
First impressions are always important	Kesan pertama selalu penting
We live in peace	Kita hidup dalam damai
The story is very short	Cerita itu sangat singkat
This electronic device is advanced	Perangkat elektronik ini canggih
You must study every day	Kamu mesti belajar setiap hari
I like mixing colors	Saya suka campur warna.
The design of the shirt is unique and interesting	Desain baju itu unik dan menarik
May I borrow a book?	Bolehkah saya pinjam buku?
Volcanic ash covers the village	Abu vulkanik menyelimuti desa
Our staff works well	Staf kami bekerja dengan baik
The table is made of teak	Meja itu terbuat dari jati
My book collection is very diverse	Koleksi buku saya sangat beragam
The group is practicing together	Grup itu sedang berlatih bersama
She goes to early school	Dia pergi ke sekolah dini
This food is very popular here	Makanan ini sangat populer di sini
The test results showed a negative value	Hasil tesnya menunjukkan nilai negatif
This is the latest version of the application	Ini adalah versi terbaru aplikasi
This department needs a new budget	Departemen ini membutuhkan anggaran baru
He intentionally arrived late	Dia sengaja datang terlambat
Chemistry lessons are very interesting	Pelajaran kimia sangat menarik
